853564135	5786
853564128	5744
1672847798	2199
1641058796	2185
1672847806	2108
1672847805	2051
1641058775	2008
853564137	1417
853564130	1387
853564131	1366
853564138	1358
853564129	1332
1834693338	1142
1641058788	766
2303198213	655
1641058797	639
949241457	596
2422806552	486
2422806553	474
2422806555	406
853564112	399
853564067	365
1672854997	341
1641058799	341
1654007500	324
949241453	293
1641058790	291
1672854994	287
105502811	264
2419655901	255
1672854989	253
1672854995	239
1623091328	236
3225646080	231
1629390626	218
853564068	214
853561408	211
1672854952	209
1629390630	198
2342740062	194
1629390631	193
853564139	190
1672854953	184
1672854957	182
853564063	180
4088103936	173
2309363583	168
2309363472	166
2309363351	165
3705491596	158
2178153926	157
2309361808	157
1672854955	155
3705494731	155
2309365048	154
2309363353	152
2676597461	152
3705495271	151
853560556	149
2342722194	147
1672854954	146
3705497095	146
2423541945	143
3705497112	141
3705487437	141
2423541949	141
3705488519	140
2423541950	140
1672854958	139
3705494599	138
2309361375	137
4236800000	136
3617491981	135
3705497110	135
3576099487	133
3576091331	132
853564052	131
3705494544	131
3705489855	130
105599458	129
2423547088	128
3705495272	127
2309358480	126
3705494535	126
1635298618	125
853564051	125
2290173617	124
3705488863	123
4152934365	122
853564057	121
102089237	119
853564061	119
853564144	118
853564089	118
12833322	118
3705497248	117
2342740095	116
1672854959	115
853564053	115
3705494727	115
2309361817	113
2221606986	112
2309365046	111
2309358490	109
3705494537	109
3692380292	107
2309361364	106
853564058	105
853560552	103
853564095	103
3705494555	102
105611330	101
3705488523	101
2423547657	101
2164341904	101
1672854956	100
853560557	100
3696305398	99
3705497098	98
2309363575	96
853564050	96
2309363481	95
3705497259	95
853564075	95
853564044	94
853564047	93
1842442121	92
2344717707	92
105465223	92
3705489844	92
3705488852	92
853564076	91
3705494601	91
1635318668	90
2669660510	84
853564078	83
853564080	82
1842472184	81
1635283229	78
853560112	76
2309365042	75
3705495274	75
853564056	74
4088104653	74
1344671952	73
853564049	73
1692674764	71
853564054	71
1632185555	71
1654007456	71
2309358489	70
2420461883	70
853564062	69
2309363482	68
2309363484	68
3705497109	68
853564085	67
2309365045	67
3705488525	66
3705494729	66
4088104007	65
3705494602	64
1692830840	64
3617517369	64
853564064	63
853564091	62
2309361366	61
853564092	61
3705494553	61
853564072	60
2283388237	60
12833326	60
147025187	58
369481159	58
3705488851	58
3617517398	58
3705497260	57
853564073	57
1632185559	57
4236800370	57
1842472186	57
3705497101	56
853564158	56
1632185554	56
3705488854	56
1842472164	56
2309358493	55
3705494538	55
2309363354	54
3705497257	54
853564094	54
853564066	54
853561411	54
3705494557	54
2309361362	53
2342722286	53
2283388161	53
853564136	52
853564069	52
3617472862	52
3617492027	52
3705494604	52
4088104016	52
2309363357	51
3705497107	51
853564157	51
3705488521	50
853564093	50
853564071	50
853564059	50
3617492028	50
3705489846	50
3617517361	50
853564082	49
853564045	49
3617473017	49
3617517307	49
1672854980	48
2420490390	48
853564099	48
2227715767	48
4236800362	48
3617485519	48
2309361818	48
4236800359	47
3617485488	47
853564156	46
853564117	46
853564065	46
3705494732	46
3705489842	46
2283387948	46
3617517296	46
1672854981	45
3617485517	45
2309361821	45
3617517389	45
853564048	44
2422805888	44
1545323138	44
1654007458	44
2283388162	44
3617485516	44
3617517188	44
1672842693	44
3617517292	44
3705494540	44
853564090	43
3617472962	43
3617492199	43
4088103937	43
2243093083	43
2309363571	42
2309363573	42
2680334058	42
853564079	42
2422805902	42
4088103951	42
4088103945	42
4236800361	42
2233476865	42
3617485487	42
3617485489	42
2243093304	42
2243093324	42
3617517255	42
2422805908	41
3817974120	41
3817974109	41
4088103938	41
3617492044	41
4088104018	41
3617517171	41
1842472182	41
1692674666	40
1704141203	40
2680334059	40
3617472909	40
4088104020	40
3617517407	40
3617517267	40
2309363480	39
853564055	39
3617472956	39
4088103944	39
4088103939	39
2283388175	39
4088104676	39
3617517244	39
3705497097	38
1643608304	38
853564074	38
3617492197	38
2283388177	38
2283388188	38
4088104005	38
3617517138	38
2243093297	38
3617517388	38
3617517381	38
3617517279	38
3617517233	38
853560555	37
1649687816	37
3617472902	37
3617472958	37
3817974083	37
3617492051	37
2283388241	37
1698849276	37
3617517383	37
3617517297	37
3617472805	36
4088103941	36
1344971109	36
2243093006	36
1640391218	36
146116165	36
3617517396	36
3617517306	36
1643608263	35
3617472878	35
3705495277	35
3617492190	35
3617492043	35
2283388081	35
2283388174	35
2233476864	35
4088104650	35
3617517232	35
853564081	34
853564077	34
3694611995	34
3617472910	34
3617472860	34
3617492209	34
4088103946	34
2449350738	34
2423550842	34
2283388176	34
2283388173	34
2283388205	34
4088104023	34
2243093274	34
1704020650	34
2230929007	34
4088104641	34
3617517371	34
3617517406	34
3617517404	34
3617517247	34
2676619662	33
1672855005	33
3617472812	33
4088103948	33
2283388217	33
2422806337	33
2243093318	33
853563889	33
146116158	33
4088104686	33
4088104649	33
4088104640	33
3617517397	33
1643608285	32
1632229388	32
853564083	32
853564070	32
3817974088	32
3817974089	32
4088103950	32
2288227169	32
1842428320	32
1505193448	32
2243093053	32
2243093265	32
2243093248	32
4088104687	32
2309361365	31
3617472835	31
3817974131	31
2283388159	31
2283388206	31
137690471	31
4088104022	31
4176455447	31
2243093266	31
3617517382	31
3617517405	31
1837076303	30
136259295	30
1716472276	30
853564155	30
3617472900	30
3617472863	30
3617472785	30
2179040480	30
2283388190	30
4088104000	30
2342740072	30
2342740069	30
3617517089	30
2243093250	30
4088104677	30
1672855007	29
1632229398	29
853564060	29
2309365047	29
3617472852	29
3705495273	29
3817974121	29
3817974096	29
4088103943	29
1545323094	29
3234671056	29
853556632	29
4088104002	29
4088104006	29
2243093249	29
146116128	29
4088104678	29
853560550	28
1672855006	28
1632229394	28
853564086	28
1632602418	28
3817974128	28
3617492210	28
3617492061	28
4152940457	28
4236800387	28
4088104001	28
4088104003	28
2243093260	28
2243093289	28
3617517390	28
3617517278	28
3617517246	28
2309363574	27
105432366	27
3617472911	27
3617472959	27
3817974090	27
2243092998	27
2283388243	27
2283388240	27
137687149	27
4088104019	27
2243093040	27
2243093264	27
2243093262	27
1842472105	27
853563891	27
4088104652	27
3617517277	27
3617517253	27
853563976	27
2226100626	27
3617472892	26
3617492031	26
3233722993	26
2283388066	26
1654007501	26
2283388125	26
3705488853	26
2309358491	26
2243093275	26
4088104679	26
1503936968	26
2178153925	25
2449351675	25
1632229396	25
3617472895	25
3817974113	25
3817974123	25
3817974082	25
4088103947	25
4088103949	25
4088103940	25
3617492059	25
3617492054	25
3617492053	25
1842441366	25
1541915467	25
4236800386	25
4236800380	25
3617473003	25
2283387951	25
2243093319	25
1842459135	25
3617517362	25
1672842695	25
1820743978	25
2422975446	25
1692674648	24
2309363352	24
1505192105	24
853564046	24
3617472977	24
1344965047	24
3617472816	24
3617472827	24
3617472825	24
3817974142	24
4088103942	24
2243092997	24
2423547648	24
2433694658	24
3617473018	24
4088104004	24
2243093061	24
1842472177	24
4088104648	24
1837076253	23
3705488522	23
3617472972	23
3617472957	23
3617472894	23
2164675339	23
947468133	23
3617492220	23
3817974130	23
3817974091	23
3817974097	23
4236800123	23
1704061211	23
2283388194	23
2164333570	23
