3234670248	2233476894	29859
3692849345	3617472714	25877
3692851740	3617472749	25863
1685597961	3617517119	14128
1554006399	1871871443	13708
1673570337	108268854	12936
3692851740	3617472714	12398
3692851740	3617517071	11721
3692851740	3617517119	11638
1635533512	853564078	11290
3692850430	3617472759	11066
3692849345	3817974132	10917
3234643795	108279083	10520
3692851740	2243093285	10277
1685597961	3617517090	10235
3692849345	3817974127	10152
3692850430	3617517272	10111
137229111	4236800083	9898
3692849345	3617517091	9883
3692850430	3617517087	9452
3692849345	3617485429	8911
3624802064	853597881	8847
1000247065	3234670667	8553
1685597961	3817974095	8272
148536393	146850578	8261
1685597961	3617517275	8034
3692850430	3617472751	7715
3692851740	3617492149	7653
3692850430	3817974085	7565
3692851740	3617517075	7538
3692851740	2243093064	7499
3692850430	3617492193	7409
146885172	2233473736	7357
940831015	146116323	7268
1673570323	108268924	7239
3692849345	3617517302	7226
3982106381	1643606810	7220
3692850430	3617492195	6978
3692851740	3817974072	6953
2552776375	1643608275	6927
3405012943	1631129438	6657
3692849345	3617492201	6629
3692851740	3617492219	6574
1685597961	3817974103	6505
3692849345	3817974075	6173
3692851740	3617472765	6134
3234643715	3617506138	5996
1685597961	3817974102	5973
3692850430	3617472725	5947
3692850430	3817974104	5897
3692849345	3617517271	5871
1685597961	3617517300	5820
940831014	146116323	5815
3692851740	2243093269	5795
3692851740	3617517085	5722
3692849345	3617517288	5630
1863625640	568954206	5629
3692849345	3617517268	5582
3692849345	3817974084	5561
3692850430	3617492130	5480
1676540187	1505192184	5455
3692850430	3617517286	5450
3692849345	3617517250	5421
3692850430	3817974086	5413
3692849345	3617492180	5405
3692851740	2243093276	5362
1834769633	1643606811	5357
3692850430	2243093279	5340
3692850430	3617517106	5333
1685597961	3817974119	5320
3692850430	3617492052	5268
1685597961	2243093301	5250
1685597961	3617485514	5177
1685597961	3617517243	5164
3692851740	3617492171	5088
3692851740	3817974116	5076
3692849345	3617492203	4946
1685597961	2243093320	4931
1685597961	3617517289	4912
1685597961	3817974106	4874
3692850430	3617517070	4851
2361242250	1841332039	4832
904354821	568954341	4829
2440321606	1545280420	4792
3692850430	2243093059	4684
1675800032	1344972292	4669
1186084143	369481166	4664
3401656451	1814524940	4660
1685597961	3617492024	4654
3692850430	3617517256	4638
1858565044	1505192114	4637
1294174836	146116421	4635
3692849345	3617472728	4620
3862458045	1554569216	4609
3692851740	3617492216	4608
3692850430	3617492202	4600
1872202728	146116281	4443
3692849345	3817974125	4393
3234643548	2233473733	4382
3234643712	3617506115	4382
3692850430	3617485498	4341
2552963965	2320048228	4341
3692851740	2243093287	4335
1685597961	2243093309	4330
1685597961	2243093268	4322
137229015	3617506109	4312
3692849345	2243093058	4202
1685597961	2243093255	4196
3692851740	3817974133	4171
3692850430	3617517309	4161
3234643660	4236800182	4143
3692851740	3617517250	4141
3692850430	2243093065	4136
1685597961	3617472759	4127
3692851740	3617517303	4111
1685597961	3617492151	4089
3692850430	3617472750	4080
1155994218	4236800165	4071
3692851740	3617517270	4051
3692851740	3617517273	4045
3692851740	3617492056	4029
3692849345	3617517309	3987
3692850430	2243093308	3982
1685597961	3617485513	3965
3692851740	3817974132	3930
1685597961	3617492049	3901
2243920526	2233476909	3876
3692850430	3617492194	3864
940831069	146116232	3855
623982120	2234919688	3845
3692850430	2243093270	3842
3692850430	3617485481	3835
3692849345	3617517086	3823
3692849345	3617492181	3818
3692851740	3817974095	3780
3692849345	3817974104	3776
3692850430	3617517259	3738
3692851740	3617485465	3736
3692851740	3617517259	3719
904354780	2439180811	3717
3692851740	3817974073	3689
905184403	3817974072	3674
1685597961	3617517301	3659
76799000	2449351237	3623
3234643741	3817973908	3618
3692849345	3617492183	3614
1620687057	108268862	3598
2628995859	1716370330	3588
1685597961	2243093321	3580
3692849345	3617492046	3567
1685597961	3817974087	3552
3692851740	2243093254	3549
3692849345	2243093294	3532
3692849345	3817974087	3519
3692850430	3817974119	3507
3225942940	3234671058	3491
3692850430	2243093287	3488
904354845	2231898067	3483
3405520766	2234919708	3464
1685597961	3617517270	3463
3692849345	3617517248	3459
3692851740	3617485430	3441
3692851740	2243093259	3437
3692849345	3617492187	3409
940830994	146116537	3404
3864277929	2234919703	3391
3692851740	2243093308	3384
3692850430	3817974075	3370
1685597961	3617492063	3350
2361242433	1714230493	3311
146911785	3617506135	3293
3692851740	2243093278	3277
1859667708	1505192093	3277
1685597961	2243093066	3273
3692849345	3617492218	3262
3692849345	3817974093	3260
3692851740	3617492025	3259
3692849345	3617485533	3255
904355453	1635745340	3231
628479657	3536987382	3191
3692851740	3617492052	3177
3692851740	3617492049	3173
3692850430	2243093258	3149
3692851740	3617517272	3139
904353204	568954339	3138
1685597961	2243093065	3130
1673570304	108268816	3100
3692850430	3617492058	3098
3692850430	2243093254	3078
2443535639	2303202997	3066
4212519954	1872709676	3065
3692849345	3617517258	3053
1685597961	3817974073	3040
3692850430	3617517301	3039
904354821	1714185084	3035
3385691311	1631127985	3034
4181638918	3234671048	3033
1263686588	2285274419	2993
3692849345	3617485475	2991
3692851740	2243093279	2986
1167501557	4236800079	2985
893653573	1554185667	2979
1685597961	3617492047	2953
3692851740	3617517284	2946
3692851740	3617485496	2946
289333443	1692674665	2942
3692850430	3617492166	2937
3234707061	2283388181	2921
3692850430	3617485429	2919
3234722305	3817973901	2916
3692849345	2243093301	2907
1227764931	1554569291	2905
904354859	568954142	2899
3617456712	1555394793	2899
904354554	2295934340	2898
3692851740	2243093255	2871
1674137057	3234671014	2854
3692851740	3817974118	2849
904355373	2318293891	2834
3234643675	4236800148	2825
3692850430	2243093259	2820
904354616	568954224	2806
2552492431	1554569218	2800
145755770	4236800189	2799
3692850430	3817974118	2794
3692849345	3617485456	2779
2293307662	1617967870	2777
1026698061	2423549399	2765
3234670246	4236800190	2736
1685597961	3817974075	2718
1685597961	3617492200	2676
1673570336	108269064	2676
2640065020	1643608300	2657
2421099266	851309762	2652
3692851740	3617485515	2649
1184713264	3234671056	2648
3692849345	3617517105	2646
904354834	2436434891	2645
1186870523	146116421	2638
1224607520	1705259733	2632
1620687024	108268862	2628
1685597961	2243093277	2624
2179746057	568954145	2618
1685597961	3617485449	2613
3692850430	3617492151	2607
3692850430	2243093286	2602
1685597961	3617517249	2588
516191206	1554569602	2584
2573989914	1503936968	2579
1327281348	111853917	2578
2557321010	1554569676	2573
899699245	1505192068	2565
3692851740	3617517274	2561
315339014	1505192068	2560
2627127710	853567780	2558
3692850430	3617492048	2556
2353269373	1554569282	2551
904354914	568954225	2544
1685597961	3617492217	2543
1454823272	1554569672	2529
1685597961	3817974085	2520
1109612623	1701889566	2513
3692849345	3617492026	2498
2347856832	3617485456	2467
146911796	4236800075	2466
2240271649	2164675334	2460
899775865	3696460492	2452
2558897195	1554569263	2442
3692849345	3617485515	2435
1685597961	3817974126	2432
904355133	1644412239	2429
1685597961	3617485492	2411
904354554	2289939487	2410
3692850430	3617517290	2406
3692850430	2243093320	2405
2240271630	2164675334	2394
1685597961	3617492130	2388
3692851740	3617517249	2383
136844630	3617472921	2373
1685597961	2243093256	2363
3692850430	3617517274	2361
3692851740	3617492047	2361
3692849345	2243093310	2349
909802146	3985872625	2348
1673570348	108268863	2343
3692849345	3617492202	2323
1685597961	3617517257	2323
1620687025	108268837	2321
1685597961	3617517310	2321
1673570434	108268816	2318
3692851740	3617492200	2306
3389733912	1554569717	2300
904354604	2318291720	2292
3692850430	3617492023	2284
1685597961	3617473022	2281
904350036	2673065577	2271
1685597961	3617517268	2271
3692851740	3617485499	2255
3692850430	3817974117	2255
3692849345	3617517257	2242
1685597961	3617517251	2242
3692850430	3817974126	2230
2629240463	1554569299	2229
3692850430	3617492026	2221
3367184633	2436454865	2211
1673570319	108268842	2201
2336596629	146116539	2193
904355459	2231897995	2191
1673570322	108268824	2190
902378357	1692674754	2187
3405691539	1554569717	2181
904353271	568954226	2163
3692849345	3817974106	2161
3692851740	3617485513	2159
3692850430	3617485534	2149
2418188388	3617517402	2144
940831069	146116173	2119
1673570349	108268842	2114
1034245724	1704190943	2101
3692850430	3617517248	2098
3692849345	3617485492	2095
3692851740	3617517269	2090
3692851740	3617517256	2090
1673570328	108268854	2081
3692851740	3617472792	2076
1345285895	3617517277	2076
3692850430	3617517303	2065
3692850430	3617492030	2065
904354749	568954140	2056
3692851740	3617492218	2056
904350023	2231897989	2056
1145846856	369481163	2045
3692851740	3617517287	2041
515890624	1554569216	2019
74925482	2234919507	2015
315214790	1505192071	2007
1554006399	1344865243	2007
1685596951	3617472983	2001
1422425126	111772585	1996
3692850430	3617492056	1993
3692851740	3617485509	1985
3692850430	2243093303	1982
3617509973	2243093294	1980
2336596664	1554668480	1980
1685597961	2243093303	1976
1635533512	853564045	1967
1139818015	1543194023	1966
3692851740	3617472764	1962
904355163	1635316161	1959
1673570351	108268824	1959
3692851740	2243093059	1957
1861540823	3693136447	1925
1673570317	108268802	1922
3692851740	3817974124	1922
3692850430	3617517242	1913
2583341525	369481162	1913
1802564352	1828784052	1911
3405119656	1689712841	1909
904354749	115641388	1889
3692849345	3617485525	1889
1293134662	1554569717	1888
3692851740	3617492050	1881
1685597961	3617492164	1880
3692849345	3617472725	1872
1637739826	3902514973	1867
3692849345	2243093045	1856
3692851740	3617485482	1852
2366692056	1635314906	1842
3692851740	3617517251	1826
2613350200	2449351212	1824
904354509	568954147	1824
1085273696	369481161	1818
3692849345	3617517285	1813
976484512	2348337327	1812
3692850430	3817974092	1811
3692851740	3617492024	1809
1167501543	3617517112	1800
1025721981	2243093441	1799
2377325395	2285274501	1796
3692849345	2243093320	1793
3692851740	2243093253	1791
3692850430	2243093295	1788
904354610	1871875358	1785
904355251	2231897987	1779
3692851740	3617517285	1778
1025721980	2243093462	1778
904355171	2231897664	1777
3692850430	3617485508	1776
3692849345	3817974100	1770
1286843104	111838516	1767
3692850430	3617492217	1764
628626854	3617462077	1763
2372350801	568954207	1759
2573218934	111878570	1756
3692850430	3817974072	1756
145755247	145753419	1754
3692851740	2243093310	1746
3692850430	3617473015	1743
3692850430	2243093276	1740
1620687059	108268841	1739
315276289	1505192071	1738
623932489	3728620743	1734
940831069	146116231	1732
904355076	4184198703	1728
1685597961	3617485475	1727
3750258339	1871958727	1727
3692849345	2243093311	1723
3385680659	3728217739	1719
137748157	2243093462	1718
2593401846	2234919528	1709
3617456706	1703978566	1708
1872148756	3617462056	1703
1167501321	4236800076	1699
1872148734	3617462057	1698
1293134938	1730521967	1698
1334547467	1842452375	1696
3692850430	3617485509	1694
1230009622	853567779	1693
3692849345	3617517116	1692
148617343	2233473781	1686
1685597961	3617485483	1684
148648692	3617462043	1683
2550750426	1554569700	1680
1685597961	3817974086	1678
3692851740	3617472756	1673
3617481491	1641058754	1663
1025721975	2243093465	1660
1025721975	2243093449	1656
1253425586	2234915553	1652
1028156618	3617517109	1648
3692850430	3617492046	1645
1685597961	3617492180	1635
3617481559	3234671070	1627
